,MOVE_Index
2005-01-03,71.50783192871589
2005-01-04,74.03455212451648
2005-01-05,73.08657189145778
2005-01-06,69.11693455483172
2005-01-07,70.38934434530202
2005-01-10,58.76546866643064
2005-01-11,65.3302348344846
2005-01-12,70.40376842946769
2005-01-13,64.11317139270112
2005-01-14,76.88120636698036
2005-01-17,64.73094335235976
2005-01-18,71.73044328998652
2005-01-19,70.93252525452269
2005-01-20,75.97022074888328
2005-01-21,77.20632939222642
2005-01-24,75.55226088774351
2005-01-25,53.151950388934935
2005-01-26,79.55318518410502
2005-01-27,82.21846579355679
2005-01-28,66.14300572542824
2005-01-31,71.8931753013828
2005-02-01,62.87334655895374
2005-02-02,54.41297194614279
2005-02-03,64.09027787566092
2005-02-04,65.67888768429111
2005-02-07,67.16119414918548
2005-02-08,62.3286872799521
2005-02-09,64.13259866546208
2005-02-10,69.91194942697274
2005-02-11,63.838184135118865
2005-02-14,74.34819466040022
2005-02-15,75.45328521117952
2005-02-16,89.04310196931591
2005-02-17,79.0054394569877
2005-02-18,71.94482446662731
2005-02-21,65.03788562665856
2005-02-22,72.34997881339198
2005-02-23,72.61276767933084
2005-02-24,65.8934952879547
2005-02-25,76.26985117402302
2005-02-28,58.815215882545
2005-03-01,68.04480131569991
2005-03-02,74.44686767453925
2005-03-03,67.69932681926322
2005-03-04,68.34596477256584
2005-03-07,68.89771311046175
2005-03-08,63.315190074498034
2005-03-09,79.39120745259366
2005-03-10,61.85569862461748
2005-03-11,72.54527461927908
2005-03-14,73.30918318625899
2005-03-15,62.41102479032826
2005-03-16,70.58483403504594
2005-03-17,62.72294261804238
2005-03-18,81.12833980044756
2005-03-21,60.889736504190296
2005-03-22,64.76882324614428
2005-03-23,60.206199933155354
2005-03-24,59.138410185059584
2005-03-25,82.72972232705834
2005-03-28,74.3421973913005
2005-03-29,71.12234740560436
2005-03-30,64.74738429322463
2005-03-31,77.26089448837415
2005-04-01,63.40622048506037
2005-04-04,76.34911435464082
2005-04-05,63.01990978715491
2005-04-06,64.84393838499463
2005-04-07,76.06625908894337
2005-04-08,76.91061875324614
2005-04-11,74.77978347117408
2005-04-12,61.60260707394564
2005-04-13,66.42618507421737
2005-04-14,71.25518992958811
2005-04-15,63.20575230471927
2005-04-18,80.96770208103435
2005-04-19,50.78442444839563
2005-04-20,63.77008387704678
2005-04-21,65.92346797704134
2005-04-22,47.24845068182586
2005-04-25,58.830166958110475
2005-04-26,75.00231610033654
2005-04-27,70.24226909242371
2005-04-28,82.58508817634322
2005-04-29,82.36181156707855
2005-05-02,73.46437102883158
2005-05-03,72.5059059920057
2005-05-04,70.5274488686312
2005-05-05,48.75934385696408
2005-05-06,58.8435238933914
2005-05-09,70.80540402479147
2005-05-10,74.92820566998137
2005-05-11,72.31735849710512
2005-05-12,62.86028025827474
2005-05-13,77.49925025975597
2005-05-16,81.8595522300371
2005-05-17,77.50391680233072
2005-05-18,77.91679463672376
2005-05-19,65.52619361635831
2005-05-20,78.60747298160639
2005-05-23,71.16606911462125
2005-05-24,74.09244422817603
2005-05-25,72.92345474259767
2005-05-26,69.02810315647672
2005-05-27,63.11998019902158
2005-05-30,69.34290669156763
2005-05-31,77.89409293986259
2005-06-01,66.46819355749672
2005-06-02,77.14677810086516
2005-06-03,75.89656536494138
2005-06-06,67.60850082384135
2005-06-07,81.11040082895661
2005-06-08,67.15562663047436
2005-06-09,82.07637490090106
2005-06-10,73.47301585232778
2005-06-13,69.87307265237189
2005-06-14,62.89758895729877
2005-06-15,69.29391815891967
2005-06-16,68.36992389204464
2005-06-17,59.933628917992756
2005-06-20,68.25907661825866
2005-06-21,63.56957455922331
2005-06-22,74.68793415183025
2005-06-23,80.45024380582562
2005-06-24,60.18467458963808
2005-06-27,83.69846182693539
2005-06-28,68.97159172491897
2005-06-29,62.19982892049189
2005-06-30,76.06203824166546
2005-07-01,66.42836417395962
2005-07-04,69.34610659174804
2005-07-05,66.76577404630336
2005-07-06,63.4660965450808
2005-07-07,75.79197625921523
2005-07-08,67.7095887768465
2005-07-11,58.50678566256603
2005-07-12,74.40848099372747
2005-07-13,60.355341191809956
2005-07-14,60.77391861859793
2005-07-15,79.54084963981853
2005-07-18,60.4292808063183
2005-07-19,51.468441144580076
2005-07-20,74.98289187969196
2005-07-21,67.56909256415096
2005-07-22,68.25875903089506
2005-07-25,67.4839968531984
2005-07-26,71.85335951214981
2005-07-27,63.978246064775455
2005-07-28,81.80891899652612
2005-07-29,58.19015615752481
2005-08-01,73.55899933341698
2005-08-02,75.13696803101267
2005-08-03,63.92278591333297
2005-08-04,61.81012443777745
2005-08-05,78.13739371336125
2005-08-08,62.07311396786628
2005-08-09,65.14668847399547
2005-08-10,77.09847169967797
2005-08-11,70.2779298683122
2005-08-12,55.62285065896717
2005-08-15,83.97647315642811
2005-08-16,65.75991392976027
2005-08-17,66.77794168074867
2005-08-18,72.04627401861092
2005-08-19,75.00061437603259
2005-08-22,85.68883433033173
2005-08-23,56.71945480475443
2005-08-24,76.60761767140757
2005-08-25,75.94407755240061
2005-08-26,68.90268071300707
2005-08-29,76.29818955852978
2005-08-30,77.47419214109237
2005-08-31,58.94429772010396
2005-09-01,83.99813204704664
2005-09-02,57.52990197489487
2005-09-05,60.917469750089815
2005-09-06,67.90569861100722
2005-09-07,85.39952410549645
2005-09-08,67.5339469619729
2005-09-09,69.74452887959352
2005-09-12,81.45662883123651
2005-09-13,67.59745485947622
2005-09-14,60.57250629655459
2005-09-15,66.66212131809348
2005-09-16,80.96633467044622
2005-09-19,70.56691997644108
2005-09-20,85.44526607245008
2005-09-21,75.90347941009725
2005-09-22,64.84152850885214
2005-09-23,70.40861043572063
2005-09-26,63.174255054864965
2005-09-27,64.65253575480983
2005-09-28,105.83267400820606
2005-09-29,78.14899608027049
2005-09-30,76.88878391205338
2005-10-03,65.01455747753549
2005-10-04,82.55667253024863
2005-10-05,78.7953248143435
2005-10-06,85.05297031486216
2005-10-07,84.6649131871876
2005-10-10,58.167285695219825
2005-10-11,61.12128408584074
2005-10-12,61.96969747629091
2005-10-13,62.44847485334051
2005-10-14,72.58761891408312
2005-10-17,65.46557238323346
2005-10-18,86.58078832610015
2005-10-19,85.2374390566531
2005-10-20,69.94830724736768
2005-10-21,85.64260972919833
2005-10-24,81.90507701792161
2005-10-25,66.39434752658192
2005-10-26,53.92627724779551
2005-10-27,68.25625292031417
2005-10-28,64.84302295137222
2005-10-31,71.65204500116664
2005-11-01,70.71382629499799
2005-11-02,70.50414127119383
2005-11-03,74.18947793103331
2005-11-04,60.29982442333057
2005-11-07,73.29088222055766
2005-11-08,66.48307077586395
2005-11-09,71.5998575989095
2005-11-10,77.65927876185752
2005-11-11,60.204801814231764
2005-11-14,67.74965077864344
2005-11-15,69.05172612776909
2005-11-16,65.88584822743488
2005-11-17,77.19863596906366
2005-11-18,64.23689312959623
2005-11-21,65.55679680446129
2005-11-22,64.32064693638348
2005-11-23,78.73644329151041
2005-11-24,66.06044710070226
2005-11-25,73.68036312706845
2005-11-28,85.8056408098406
2005-11-29,69.40145263719532
2005-11-30,78.89648544026525
2005-12-01,83.37083267274502
2005-12-02,78.21753248032331
2005-12-05,69.86558947217807
2005-12-06,75.1368620719889
2005-12-07,59.700971254917235
2005-12-08,63.759654734800385
2005-12-09,65.16259854694465
2005-12-12,87.92489696139425
2005-12-13,63.499323885957864
2005-12-14,63.380185989905364
2005-12-15,61.648632158008134
2005-12-16,74.47849409544608
2005-12-19,71.14097114135106
2005-12-20,78.69407181621251
2005-12-21,75.37007732861883
2005-12-22,58.95688122620746
2005-12-23,63.54177783991703
2005-12-26,80.92262998620657
2005-12-27,68.37361404338556
2005-12-28,79.50073454414411
2005-12-29,68.80255241667746
2005-12-30,62.25874857369183
2006-01-02,67.57391377866635
2006-01-03,62.25560163560243
2006-01-04,65.4755779007806
2006-01-05,71.60740565252196
2006-01-06,74.09284072295216
2006-01-09,57.27846941396562
2006-01-10,69.86105593992721
2006-01-11,65.30707411552198
2006-01-12,64.8126815283295
2006-01-13,71.06147695306461
2006-01-16,65.5963850184863
2006-01-17,81.0571039587734
2006-01-18,79.50449501000848
2006-01-19,79.45462635153632
2006-01-20,66.04071843607758
2006-01-23,62.30000932064542
2006-01-24,70.65623943510492
2006-01-25,68.79721306970987
2006-01-26,65.12941470061308
2006-01-27,60.59412442666431
2006-01-30,69.66785624585543
2006-01-31,66.76744439798021
2006-02-01,75.50677629630415
2006-02-02,75.32084841217184
2006-02-03,78.80639844338174
2006-02-06,59.92563558495969
2006-02-07,73.20846646154907
2006-02-08,64.18027435013062
2006-02-09,60.23668631351132
2006-02-10,66.57118210441033
2006-02-13,78.54963984107694
2006-02-14,67.02145317143612
2006-02-15,82.5236372796729
2006-02-16,74.39102812416267
2006-02-17,66.84727616815539
2006-02-20,79.28038743125127
2006-02-21,73.56317417691429
2006-02-22,62.53952489242636
2006-02-23,84.87042108464412
2006-02-24,72.07583058469181
2006-02-27,70.15036953588394
2006-02-28,63.155738640755075
2006-03-01,79.4363061408619
2006-03-02,74.13820341889046
2006-03-03,75.03390544236193
2006-03-06,65.93974925179386
2006-03-07,76.67280457528055
2006-03-08,77.29450874856641
2006-03-09,64.64977408975102
2006-03-10,58.664078882552076
2006-03-13,74.6509844747114
2006-03-14,57.41322440315408
2006-03-15,71.21612622270223
2006-03-16,66.42203916170155
2006-03-17,79.74932168631136
2006-03-20,66.85724887386235
2006-03-21,78.85818377603043
2006-03-22,65.8863244450958
2006-03-23,77.99992804047689
2006-03-24,86.48273235069465
2006-03-27,61.45562289307008
2006-03-28,72.33628577384727
2006-03-29,91.99025932728051
2006-03-30,70.53271061522338
2006-03-31,70.49430616183719
2006-04-03,76.30799157880816
2006-04-04,70.32864691275803
2006-04-05,56.34219204343558
2006-04-06,79.0582989987115
2006-04-07,53.97641268907846
2006-04-10,66.66566679089327
2006-04-11,79.65940599325319
2006-04-12,67.14766057085771
2006-04-13,64.45042806028476
2006-04-14,77.03411124133248
2006-04-17,63.191081705324905
2006-04-18,60.22219424326437
2006-04-19,72.19611189994626
2006-04-20,68.53661361269927
2006-04-21,60.050615086489266
2006-04-24,75.09562031995895
2006-04-25,73.71590084461786
2006-04-26,67.12195986715494
2006-04-27,67.66934395100043
2006-04-28,73.76314193607325
2006-05-01,79.52289135801652
2006-05-02,67.7376543191254
2006-05-03,75.23750794406516
2006-05-04,74.52160173667679
2006-05-05,77.03445834167181
2006-05-08,70.31447358994772
2006-05-09,62.70139588746914
2006-05-10,66.30000677440025
2006-05-11,72.74282772625318
2006-05-12,84.54771502705275
2006-05-15,66.12784301442977
2006-05-16,76.43829954821919
2006-05-17,67.37554839458592
2006-05-18,70.88375004708908
2006-05-19,82.12317399410874
2006-05-22,76.11434065136346
2006-05-23,60.06960581807235
2006-05-24,65.42019980950727
2006-05-25,80.04977075553087
2006-05-26,71.13502434102796
2006-05-29,60.80927904307309
2006-05-30,63.44838044021023
2006-05-31,75.62794818168938
2006-06-01,77.95528224974105
2006-06-02,70.1428424118574
2006-06-05,89.80251040748882
2006-06-06,76.59321890764511
2006-06-07,68.0521514429368
2006-06-08,63.474351615205244
2006-06-09,62.20092556288767
2006-06-12,72.68337056384296
2006-06-13,66.08978364069274
2006-06-14,83.3899500318674
2006-06-15,81.73049442334288
2006-06-16,75.06453237997782
2006-06-19,60.568030616344835
2006-06-20,64.62224901958076
2006-06-21,80.0454202059288
2006-06-22,65.49547040163918
2006-06-23,78.97713387135619
2006-06-26,73.7968313842781
2006-06-27,70.4137430785055
2006-06-28,64.37733749651647
2006-06-29,69.24604925180199
2006-06-30,71.51718363899919
2006-07-03,78.26031118640897
2006-07-04,62.91411519492996
2006-07-05,67.89746525979108
2006-07-06,70.35858505545828
2006-07-07,75.30142686148932
2006-07-10,62.73228529981778
2006-07-11,59.46744165690228
2006-07-12,75.3917212136804
2006-07-13,57.85640708042637
2006-07-14,80.27983771809734
2006-07-17,68.75259122013674
2006-07-18,57.61975134180443
2006-07-19,66.15663824477204
2006-07-20,73.0329890645539
2006-07-21,65.73839129956018
2006-07-24,70.16023799059478
2006-07-25,75.9206269256423
2006-07-26,68.38247731689904
2006-07-27,62.50353858827093
2006-07-28,67.60812802102527
2006-07-31,81.31872109167408
2006-08-01,83.48051476266548
2006-08-02,53.840590608461795
2006-08-03,78.72822327353181
2006-08-04,72.00118172828284
2006-08-07,77.3918614329612
2006-08-08,65.59609391785897
2006-08-09,55.853891923988115
2006-08-10,74.6759103091797
2006-08-11,62.47218190973827
2006-08-14,58.89366054812118
2006-08-15,59.45278894021227
2006-08-16,74.80731025932268
2006-08-17,71.11561972823358
2006-08-18,76.25972817499739
2006-08-21,75.35260203597092
2006-08-22,66.63253148332987
2006-08-23,69.43621140898036
2006-08-24,65.90849976973968
2006-08-25,68.31737781707608
2006-08-28,62.26196209615147
2006-08-29,73.12387435099468
2006-08-30,78.60096599185405
2006-08-31,63.467095761432105
2006-09-01,80.25015716321074
2006-09-04,70.90817197182353
2006-09-05,71.9286318112465
2006-09-06,56.404563843139854
2006-09-07,55.541901523474124
2006-09-08,71.15293090223746
2006-09-11,76.31785699705605
2006-09-12,64.62895645084038
2006-09-13,83.36075120466471
2006-09-14,75.87948779403452
2006-09-15,62.73326998633612
2006-09-18,70.24678933642805
2006-09-19,89.8154330697873
2006-09-20,60.05948797760236
2006-09-21,74.22615951132084
2006-09-22,67.41804357821326
2006-09-25,75.6551703273481
2006-09-26,80.13818917054705
2006-09-27,66.91010329030907
2006-09-28,78.95129817365739
2006-09-29,87.76962715417568
2006-10-02,70.53019789875388
2006-10-03,76.27910949995348
2006-10-04,65.2764738383738
2006-10-05,70.1540744722497
